"","company","rating","salary","city","state","description","companysize","industy"
"920","Coyote Logistics",3.4,"$79k-$120k","Chicago","IL"," Requisition Number 17-0158 Post Date 6/12/2017 Title Data Scientist City Chicago State IL Description Coyote Logistics was founded in 2006, built with passion and dedication to create a phenomenal company culture. We are a company that has heart and soul, and a drive for success. As a third-party logistics (3PL) provider, Coyote is dedicated to helping  its customers move their products and manage their supply chains efficiently, and we take care of our carriers to keep them moving so they can grow their businesses too. We are fanatical in our goal to provide unparalleled service excellence to each and every  customer and carrier we work with. In addition to its recognition as one of the Leading 3PLs in the industry, Coyote continues to change the industry expectation by executing with unprecedented service and unmatched innovation. Data Scientist The Data Science team is looking for an individual that has a passion for deriving value from data and an insatiable curiosity for learning and trying new things. The Data Scientist will be responsible for conducting statistical analysis, developing methodologies  and contributing to a variety of research activities. Primary responsibilities will also include suggesting new research approaches and exploring relevant evolving technologies. Other Responsibilities include creating solutions that allow for fast and streamlined  integration between Data Science products and the rest of the Coyote ecosystem. Daily Tasks & ResponsibilitiesCreate solutions to efficiently manage and consume various models and predictive toolsCreate, test and tune predictive and prescriptive models leveraging any combination of relevant disciplinesCome in every day with an eagerness to learn, teach and collaborateEssential Skills, Characteristics, & Experience2+ years of experience in machine learning and predictive modeling at a professional levelExpert in Python and RStrong quantitative analysis, programming, and statistical modeling skillsExperience manipulating, compiling and processing large data setsProficiency in MS SQL or similar highly preferredA healthy appetite of curiosity coupled with creative problem solvingValued Skills & ExperienceMS AzureAzure Machine LearningMS SQL Server 2016Flask or similar toolsAWSSpark, SciKit Learn, TensorFlowSupply Chain BackgroundWhy Coyote?Onsite training & ongoing career developmentCompetitive base salaryComprehensive benefits packageGreat perks like onsite haircuts, massages, and intramural sportsSignificant advancement opportunities for outstanding performersCasual dress and company lunch Coyote is an at-will employer.Equal Opportunity Employer/Protected Veterans/Individuals with Disabilities.Please view Equal Employment Opportunity Posters provided by OFCCP  here.The contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access  to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure  is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor's legal duty to furnish information. 41  CFR 60-1.35(c)","1001-5000","Logistics & Supply Chain"
"921","Uber",4.2,"$74k-$110k","Pittsburgh","PA","About Uber We’re changing the way people think about transportation. Not that long ago we were just an app to request premium black cars in a few metropolitan areas. Now we’re a part of the logistical fabric of more than 600 cities around the world. Whether it’s a ride, a sandwich, or a package, we use technology to give people what they want, when they want it.  For the people who drive with Uber, our app represents a flexible new way to earn money. For cities, we help strengthen local economies, improve access to transportation, and make streets safer.  And that’s just what we’re doing today. We’re thinking about the future, too. With teams working on autonomous trucking and self-driving cars, we’re in for the long haul. We’re reimagining how people and things move from one place to the next. About the Role You will have access to Uber's planet-scale data store while gaining subject matter expertise in various parts of the autonomy stack.What You’ll DoLearn from world-renowned practitioners of robotics, mapping, perception, logistics, machine learning, motion planning, mobile communications, and other fields;See your work deployed fast and often into the real world and stretch yourself as you switch from one tough problem to another;Work with an outstanding engineering team and the support of an established data infrastructure;Benefit from working at a dynamic startup inside an established, well-capitalized company;Get in at the beginning as we grow the data science team!Build dashboards and visualizations of complex data sets and calculationsWhat You’ll NeedWe have positions available for experienced data scientists, as well as those at bachelors, master, and PhD levelsSkills as a full-stack data scientist… equally proficient in software development, statistics, machine learning, big data, and visualization Don’t worry if you haven’t covered each one—we learn skills from each otherExcellent software development skills (preferably in Python or C++)Driven and focused self-starters, great communicators, amazing follow-through - you love the responsibility of being individually empoweredAbout the Team At the Advanced Technologies Group (ATG), we are building technologies that will transform the way the world moves. Our teams in Pittsburgh, San Francisco, Phoenix, and Toronto are dedicated to mapping, software and hardware development, vehicle safety, and operations for self-driving technology. Our teams are passionate about developing a self-driving system that will one day move people and things around more safely, efficiently, and cost effectively.","10000--1","Computer Hardware & Software"
"922","SolarWinds",2.9,"$93k-$133k","Cambridge","MA"," Overview  Named by Forbes as one of the top ten fastest growing technology companies, SolarWinds is improving the way IT Management software is developed, priced, purchased and used. The Data Science organization (a function of the office of the CTO), operates across the collective SolarWinds portfolio. The Data Science organization is seeking an experienced Data Scientist to join our vibrant and knowledgeable team. This high-profile position will require drive and creativity, as you will quickly be involved in developing data analytics features for next-generations cloud, container, application and infrastructue monitoring and managment software. ResponsibilitiesResearch and experiment data science technologies, discover opportunities for new data analytics features, and influence product and technology strategies of the company.Develop algorithms (statistical modeling, machine learning, optimization, etc.) that power data analytics features.Communicate research results effectively in written and spoken forms to various audiences including product management, engineering, executives, and customers.Drive the productization of the algorithms either by writing high-quality, reusable code modules or advising the engineering teams on implementing the algorithms.Educate the organization on data science technologies and data analytics using internal presentations and publications.Represent the organization and advocate its data analytics efforts and capabilities using external presentations and publications.Build tools, share knowledge and expertise, and mentor junior members for the Data Science team.Qualifications2+ years of working (or significant personal/part-time projects) experience in relevant technical fields or PhD in technical majors.Strong skills to manipulate data (Python,SQL, R, Matlab, etc.)Proficient coding skills (Python, R, Java, C++, Matlab, etc).Solid understanding of relevant theories in probability theory, statistics, machine learning, data structure and algorithms, optimization, etc.Strong skills to implement statistical modeling and machine learning algorithms (R, Python, Matlab, etc).Good communication skills both in written (technical documents, Python and R notebooks) and spoken (meetings, presentations) forms.Willing and able to learn and meet business needs.Independent, self-organizing, and able to prioritize multiple complex assignments.Preferences:Experience with time seriesExperience with Docker, Git, and Shell.Experience with Big Data tools such as AWS, Hadoop, Spark.Experience with presentation or publication on technical topics.#LI #IN","1001-5000","Enterprise Software & Network Solutions"
"923","Kimberly-Clark",3.7,"$90k-$137k","Neenah","WI"," Data ScientistJob DescriptionThe ITS Data Scientist is responsible for integrating business, information, and technology into analytical models that help drive business performance and competitive advantage and providing the business with answers to questions. The role collaborates with Business Analysts and Platform architects to create value from varied data sources. Creating value from data requires a range of talents: from data integration and preparation, to architecting specialized computing/database environments, to data mining and intelligent algorithm development.　This role is viewed as an expert in making sense of complex data environments, encompassing both business data and process understanding and technical expertise. Leads in developing innovative, technical solutions to important, highly complex strategic and operating problems. Has strong knowledge in business and technical functions that are touch points with their area of expertise. Provides technical consulting on complex projects. Acts as a source of direction, training and guidance for other team members. Is knowledgeable in industry best practices in their area of expertise and uses resources outside of KC to deliver solutions.ESSENTIAL FUNCTIONS:Development of advanced analytics to help drive competitive advantage from data with accountabilities across multiple functional and technical areas with wide range of complexity.The Data Scientist must understand complex data types (integrate, manipulate, prepare), know advanced analytics (appropriate techniques, interpret data and diagnose models, meet business requirements), and focus on the business outcomes (goals, constraints, decisions while communicating outcomes via presentations).Develop models and algorithms that drive innovation throughout the organization. This may include marketing, supply chain, inventory planning and deployment, network planning, order routing, and order fulfillment and deliveryConduct advanced statistical analysis to provide actionable insights, identify trends, and measure performanceBuild learning systems that monitor data flows and react to changes in customer preferences, network constraints, and business objectivesCollaborate with engineers to implement and deploy scalable solutionsProvide thought leadership by researching best practices, conducting experiments, and collaborating with industry leadersPartners as a bridge between the business and the information management teams to make sure that the solution fits within the data management principalsCoordinates data science implementations while leading design variances based upon business needs while ensuring artifacts and repositories are documentedManages engagements with vendors as they relate to evaluation, design and delivery of business capabilitiesContributes to the evaluation and selection of software product standardsLeader in industry representation, policy formation, User Groups, and strategic directionMentors others to complete Continuous Improvement (CI) initiatives; consults and shares knowledge across org; awareness of industry trendsMINIMUM REQUIREMENTS:Education required/ preferred:MS/PhD in computer science, statistics, or operations research or related technical disciplineExperience:10+ years of continuous experience in software engineering, software development, solution architecture Deep knowledge of machine learning, statistics, optimization or related fieldExperience with R, Python, Matlab is requiredExperience in C, C++, JavaExperience working with large data sets and distributed computing tools a plus (Map/Reduce, Hadoop, Hive, Spark, Python, R, Gurobi, MySQL, etc.) Excellent written and verbal communication skills along with strong desire to work in cross functional teamsConsumer products experience in an online and/or retail/manufacturing environment is preferredPossess strong leadership skills and exhibit creative thinking to be able to come up with inventive solutions to solve business challengesProvide thought leadership while keeping up with industry trends and disseminating information across the organizationExperience working with blended teams consisting of employees, vendors, and consultants with both onshore and offshore resourcesStrong Technical leadership of advanced analytics teams and vendorsExtensive experience collaborating with Enterprise Architects and infrastructure engineers to identify, design, and implement highly complex, end-to-end solutionsCultivates networking opportunities within the organizationBroad range of business and IT experiences; Has achieved technical and/or business certification(s).Skills/Competencies:Communication: Data scientists must communicate effectively up and down the data supply chain: first, to obtain access to the data they require; second, to work with those who understand the business meaning behind the data; and third, to articulate findings and implications to business leaders in language they understand. A data scientist must be able to use data to tell stories. Key components of these communication skills are those of persuasion and expectation management. The ability to insert themselves into core business functions and assert their ideas is therefore critical.Collaboration: Working directly for business leaders and side-by-side with business unit personnel, they need to shed the introverted statistician stereotype. Increasingly, business professionals require access to analytic techniques beyond basic math and must be able to rely on the data scientist to work closely with them. The data scientist enables the broad consumerization of derivative result sets and analytics (if not the raw data). The data scientist must have the ability to juggle competing priorities and pressures.Leadership. The role of the data scientist can incorporate data oversight responsibilities including directing the efforts of teams of consultant statisticians, data administration and integration professionals, and data visualization, reporting, and application integration developers.Creativity. The work of the data scientist is very much an innovation-oriented exercise in solving open-ended conundrums. Data scientists are tasked with finding opportunities to optimize, expand or transform the business through the lens of information. Moreover, data scientists must be creative in sourcing data, modeling problems and employing a range of analytic techniques.Discipline. Although creativity is critical, data scientists must remember that \""science\"" is part of their directive. This means following established scientific methods, employing legitimate techniques, using valid data and embracing causality. Scientific methods demand that questions are well-defined, true data (observations) is collected, and hypotheses are formed, investigative methods are selected, data is analyzed and interpreted with yielding conclusions, and results are formally communicated and tested. Although rigid methodology is recommended, results perfection is not. Business opportunity costs in a fast-paced marketplace are too high to spend excessive time achieving incrementally better analyses. However, a data scientist — just as any good statistician or other analytics professional — must understand the differences between correlation and causality and between incidental and insightful patterns.Passion: An obsession for information, solving insurmountable problems and finding unique ways to accelerate the business.Consultancy: Manages provision of specialist knowledge over a range of topics in data science including the role of IT in the business; in own areas of expertise provides advice and guidance influencing the effectiveness of the organization’s business processes.Data Design: Controls analytics data design practice within the enterprise. Influences industry-based models for the development of new technology applications. Develops effective implementation and procurement strategies, consistent with business needs.Data Analysis: Sets standards for advanced analytics tool usage and techniques, advises on their application, and ensures compliance. Manages the investigation of corporate data requirements, and co-ordinates the application of data analysis and analytics techniques, based upon a detailed understanding of the corporate information requirements, in order to establish, modify or maintain analytical models and their associated components.Autonomy: Has authority and responsibility for all aspects of data science, including policy formation and application. Is fully accountable for actions taken and decisions made, both by self and subordinates.Influence: Makes decisions critical to organizational success. Influences developments within the IT industry at the highest levels. Advances the knowledge and/or exploitation of IT within one or more organizations. Develops long-term strategic relationships with customers, partners, industry leaders and government.Complexity: Performs highly complex work activities covering technical, financial and quality aspects. Contributes to the formulation and implementation of IT strategy. Creatively applies a wide range of technical and/or management principles.Business Skills Absorbs complex technical information and communicates effectively at all levels to both technical and non-technical audiences. Assesses and evaluates risk. Understands the implications of new technologies. Demonstrates clear leadership and the ability to influence and persuade. Has a broad understanding of all aspects of IT and deep understanding of own specialism(s). Understands and communicates the role and impact of IT in the employing organization and promotes compliance with relevant legislation. Takes the initiative to keep both own and subordinates' skills up to date and to maintain an awareness of developments in the IT industry.　ORGANIZATIONAL RELATIONSHIPS/SCOPE:Role will report directly to the Chief Data Officer in the Data and Analytics organization. Role will not have any direct reports.　Key Interfaces: Business ClientBusiness PartnerBusiness AnalystProject ManagerEnterprise Architect　External Interfaces: Consultant3rd Party providerWORKING CONDITIONS: Travel may include approximately 15% of work time.Travel may include travel via aircrafts and motor vehicles to various locations, if applicable.Kimberly-Clark and its well-known global brands are an indispensable part of life for people in more than 175 countries. Every day, 1.3 billion people - nearly a quarter of the world's population - trust K-C brands and the solutions they provide to enhance their health, hygiene, and well-being. With brands such as Kleenex, Scott, Huggies, Pull-Ups, Kotex, and Depend, Kimberly-Clark holds No.1 or No. 2 share positions in more than 80 countries. With more than 140 years of history of innovation, we believe in recruiting the best people and empowering them do their best work.　 If fresh thinking and a passion to win inspire you, come Unleash Your Power at Kimberly-Clark. Kimberly-Clark is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, sexual orientation, gender identity, age, pregnancy, genetic information, citizenship status, or any other characteristic protected by law.K-C requires that an employee have authorization to work in the country in which the role is based. In the event an applicant does not have current work authorization, K-C will determine, in its sole discretion, whether to sponsor an individual for work authorization. However, based on immigration requirements, not all roles are suitable for sponsorship.The statements above are intended to describe the general nature and level of work performed by employees assigned to this classification. Statements are not intended to be construed as an exhaustive list of all duties, responsibilities and skills required for this position*LI-POST Global VISA and Relocation Specifications:K-C will support in-country relocation for the chosen candidate for this role, including assistance to obtain proper work authorization. The benefits provided will be per the terms of K-C’s applicable mobility policies. The benefits/policy provided will decided in K-C’s sole discretionPrimary LocationUSA-WI-NeenahAdditional LocationsUSA-GA-Atlanta-RoswellWorker TypeEmployeeWorker Sub-TypeRegularTime TypeFull time","10000--1","Consumer Products Manufacturing"
"924","PwC",3.8,"$83k-$129k","Tampa","FL","Position/Program Title Data Scientist PwC/LoS Overview PwC is a network of firms committed to delivering quality in assurance, tax and advisory services. We help resolve complex issues for our clients and identify opportunities. Learn more about us at www.pwc.com/us.  At PwC, we develop leaders at all levels. The distinctive leadership framework we call the PwC Professional (http://pwc.to/pwcpro) provides our people with a road map to grow their skills and build their careers. Our approach to ongoing development shapes employees into leaders, no matter the role or job title.  Are you ready to build a career in a rapidly changing world? Developing as a PwC Professional means that you will be ready - to create and capture opportunities to advance your career and fulfill your potential. To learn more, visit us at www.pwc.com/careers.  It takes talented people to support the US firm of the largest professional services organization in the world. Not all of us work directly with external clients. Some of our best people choose to apply their talents inside PwC.  As part of Internal Firm Services, you're serving an organization on par with many of our external clients. Our Internal Firm Services team consists of first-rate marketers, human resource professionals, computer technologists, knowledge managers, accountants, financial planners, administrators and leaders. Internal Firm Services staff are the people who make it work for the people who make it work for our clients. Job Description Exciting opportunities await you as a member of PwC's Americas Region IT team. Our team of technology professionals provides internal technology services and solutions that transform and achieve PwC's mission of becoming the leading technology-enabled professional services network. We enable PwC to achieve its goals by driving innovation, enhancing digital capabilities and integrating technologies to create competitive business advantages for PwC and our clients.  Within Americas IT, we have exciting opportunities at all experience levels within our delivery domains. Our Customer Support domain delivers world-class IT solutions across a diverse range of portfolios and business areas including Deskside, Service Desk, Service Management, Data and Analytics, Real Estate and Client Connections.  The US IT Operations Data Analysis team is responsible for serving as a strategic business partner across US IT and other functional units as well as the Lines of Service within the US firm. The primary focus of this team is to identify trends in performance of qualitative and quantitative data related to all IT Operations and propose innovative solutions and services to IT leadership and business stakeholders. Position/Program Requirements Minimum Year(s) of Experience: 6 in IT Operations and Data Analytics.  Minimum Degree Required: High School Diploma or GED  Degree Preferred: Bachelor's degree Knowledge Preferred: Demonstrates intimate knowledge and/or a proven record of success in the following areas: Benchmarking, Research, Statistical Analysis, Mathematics, Predictive Data Modeling, Analyst Services, Technology Platforms, Database Design, Data Management and Reporting Technologies, System Development Life cycle, Software Project Management, Requirements, Design, and Testing techniques, Governance, Emerging data technologies; and,Relevant business experience in Professional Services, Finance and or Information Technology Operations; problem-solving through the performance of qualitative and quantitative data analytics; and, creativity when engaging in complex, broad and often ambiguously-defined strategic issues.Skills Preferred: Demonstrates intimate abilities and/or a proven record of success in Data and Analytics service delivery, which includes thought leadership-related acumen in the following areas: Setting data architecture principles, creating models of data that enable the implementation of the intended business architecture, building algorithms, integrating multiple systems and data sets, creating diagrams showing key data entities, and creating an inventory of the data needed to implement the architecture vision;Identifying and addressing customer needs: developing and sustaining extensive customer relationships using networking, negotiation and persuasion skills to identify and offer potential new service opportunities;Translating industry specific knowledge into service improvement opportunities yielding quantifiable results;Preparing and presenting complex written and verbal materials;Defining resource requirements, project workflow, and budget management;Influencing others in a leadership capacity for an assigned customer, proactively building strong working relationships within assigned customers organizations to understand how US IT Operations services can be used to further customers business goals;Performing as a team lead, leading teams to generate a vision, to establish direction and motivate members, as well as create an atmosphere of trust, leverage diverse views, coach staff, to encourage improvement and innovation; and,Managing Data and Analytics service delivery across US IT Operations while maintaining an understanding of current services and envisioned capabilities. Line of Service IFS Industry Not Applicable IFS State & City FL-Tampa Travel Requirements 0-20% Position Type Full Time Auto req ID 95359BR Categories Information Technology Apply!","10000--1","Accounting"
"925","Walmart",3.2,"$77k-$120k","Plano","TX","Position Description As one of the largest companies in the world, Walmart data is a playground for Data Scientists. In our Digital Enterprise Services division it is like working for the largest Human Resource company one project and then the largest Real Estate, Finance or Spend Management companies the next. As a member of our Innovation Engineering team you will have the opportunity to apply your skills in data science to deliver massive efficiency gains at scale that only a few ever get to tackle. An agile mindset and a commitment to rapid delivery through MVPs are foundational behaviors for the inaugural members of this Data Science team we are building. Also important is an obsession with delivering value today while driving innovation for the future. We are looking for people with the right blend of technology skills, business knowledge and a passion for revolutionizing Global Business Services segments through Data Science. *This position has the opportunity to sit in West Plano, Texas or Austin, Texas.**Demonstrates up-to-date expertise and applies this to the development, execution, and improvement of action plansDevelops analytical models to drive analytic insightsLeads small and participates in large data analytics project teamsManages the continuous improvement of data science and analyticsModels compliance with company policies and procedures and supports company mission, values, and standards of ethics and integrityPresents data insights and recommendations to key stakeholdersProvides and supports the implementation of business solutionsMinimum QualificationsBachelors degree in Statistics, Economics, Analytics, Mathematics, Computer Science, Information Technology or related field and 7 years experience in an analytics related field OR Masters degree in Statistics, Economics, Analytics, Mathematics, Computer Science, Information Technology or related field and 5 years experience in an analytics related field.Additional Preferred Qualifications1 year experience with big data analytics.5 years experience with SQL and relational databases (for example, DB2, Oracle, SQL Server).5 years experience with statistical and deep learning programming languages (for example, SAS, R, TensorFlow).Bachelor's degree in Statistics, Economics, Analytics, Mathematics and 10 years experience in an analytics related field.Certificate in business analytics, data mining, or statistical analysis.Doctoral degree in Statistics, Economics, Analytics, or Mathematics and 3 years experience in an analytics related field.Master's degree in Statistics, Economics, Analytics, or Mathematics and 6 years experience in an analytics related field.Company Summary What started small, with a single discount store and the simple idea of selling more for less, has grown over the last 50 years into the largest retailer in the world. Today, nearly 260 million customers visit our more than 11,500 stores under 72 banners in 28 countries and e-commerce sites in 11 countries each week. With fiscal year 2016 revenue of $482.1 billion, Walmart employs 2.3 million associates worldwide 1.5 million in the U.S. alone. Its all part of our unwavering commitment to creating opportunities and bringing value to customers and communities around the world.","10000--1",NA
"926",NA,2.4,"$80k-$119k","Chicago","IL",NA,"201-500","Health Care Products Manufacturing"
"927","Art.com",3.4,"$98k-$139k","Emeryville","CA"," Art.com Inc. is the world's largest online retailer of high-quality wall art, home decor and specialty trend items with over 20 localized sites serving more than 100 markets. Art.com Inc.'s e-commerce properties include Art.com, AllPosters.com, and the Photos [to] Art mobile app. Art.com seeks a full-time Data Scientist to translate data into intelligence, solving a variety of business problems and enabling business growth. RESPONSIBILITIES: Design and implement scalable algorithms and models  Data modeling and analyses in areas such as multi-channel attribution, likelihood to purchase, likelihood to repeat purchase, etc.  Identify leading indicators for conversion, high average order value, repeat purchase  Lifecycle modelling to determine what products people buy at certain life stages  Use data mining, algorithm creation/testing, and machine learning to design and develop recommendation engines and other data products which drive conversions, increase average order value, and repeat purchase  Develop and code software programs, algorithms and automated processes to cleanse, integrate and evaluate large datasets in order to gain actionable insights  Collaborate effectively with engineers, analysts, product managers, marketing managers and other internal groups  Communicate effectively to different audiences, both technical and non-technical, through good storytelling and data visualization  Develop algorithms and experiments to optimize customer satisfaction and engagement REQUIREMENTS: Ph.D. or M.S. in a quantitative field such as Computer Science, Operations Research, Statistics, Econometrics or Mathematics  5+ years professional or research experience in data science  Good knowledge of application of statistical techniques of univariate and multi-variate regression, decision trees, and A/B testing in real-world situations  Experience in: predictive modeling, cluster analysis, time series analysis, pricing, optimal stopping algorithms, portfolio analysis  Expertise in machine learning and statistical modeling  Can do small data modeling work: Python, R Julia, Octave  Can do big data modeling work: Hadoop, Pig, Scala, Spark  Can fish for data: SQL, Pandas, MongoDB  Can deploy data science solutions: Java, Python, C++","501-1000","Home Furniture & Housewares Stores"
"928","Verizon",3.5,"$108k-$165k","Piscataway","NJ","What you’ll be doing... As a candidate joining us, you will have a huge impact on what our company offers its consumers and the culture of our company. ResponsibilitiesStarting from the initial phase you will be architecting the Business intelligence platform to gather insights and analytics for our massive data on Real Time Streaming.Identify business insights and business opportunities using complex customer data, customer usage trend and product usage dataStrong analytical skills with the intellectual curiosity to find the answer, identify a pattern or provide actionable insightsAbility to integrate various data sources and multiple data setsAbility to model real time streams and provide trending insights to our customer channelsCapable of building a model to further analyze large sets of real time dataDevelop dashboards of key indicators and insightsExperience with Tableau, MicroStrategy or other advance business intelligence tools a plusDefine and develop propensity model to drive growth and reduce churn.Support deep dive analysis requested by executives and cross-functional leaders.You’ll be working directly with a Vendor to develop these and also will liaise with the other development teams and operations managers.What we’re looking for...8+ Years of expertise in building Business Intelligence models and frameworks5+ years of experience applying data science, data mining and statistical techniques within an organization.Experience with statistical tools like SAS and R.Experience with analytical tools like Matlab or SPSS.Familiarity with advanced statistical and operations research modeling tools, machine learning and data engineeringExperience working with large data sets to solve problems.Familiarity with relational databases and Experience with Spark and/or Hadoop is a big plus.Experience with deep learning library like TensorFlow and/or Theano is a big plus.Strong analytic, problem solving, decision-making skills and proven ability to discern critical from minor problems.Ability to innovate new solutionsStrong interpersonal skills in areas such as facilitation and negotiation and the ability to work with internal and external customersMS or PHD in statistics or related field is a big plusWhen you join Verizon... You’ll be doing work that matters alongside other talented people, transforming the way people, businesses and things connect with each other. Beyond powering America’s fastest and most reliable network, we’re leading the way in broadband, cloud and security solutions, Internet of Things and innovating in areas such as, video entertainment. Of course, we will offer you great pay and benefits, but we’re about more than that. Verizon is a place where you can craft your own path to greatness. Whether you think in code, words, pictures or numbers, find your future at Verizon. Equal Employment Opportunity We're proud to be an equal opportunity employer- and celebrate our employees' differences, regardless of race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, or Veteran status. Different makes us better. ","10000--1","Enterprise Software & Network Solutions"
"929","DISYS",3.7,"$106k-$157k","Quincy","MA","Job Title: Capacity EngineerLocation:Quincy , MADuration: 3+ months contract on W2Responsibilities: · Mathematic/Engineering background and any experience with data analytics.  · This role will be monitoring systems to gather data and creating math models for projections on storage and capacity  · Develops and presents hardware capacity strategies.  · Performs analysis of input/output processing.  · Supports data center in problem resolution.  · Develops strategic models or software development focusing on performance and capacity issues.  · Provides application testing support.  · Recommends appropriate capital expenditures to meet business needs and budgetary constraints.  · Review and research daily, monthly, and Quarterly capacity alerts, where applicable open ISM tickets for resolution.  · Opening ISM tickets will include basic research to determine proper owner and collecting artifacts to include in the tickets.  · Candidate will work with couple other team members to review the output daily.  · The team size is 11 people but candidate works with a smaller subset.  · This is a back office IT function with no client interaction.  · Qualifications would be Microsoft office skills, organized, attention to detail and works well as part of a team.  · Math or engineering background a plus.  · Additional Skills: attention to detail, works well as part of a team, Having 0-3 years experience","1001-5000","IT Services"
"930","DISYS",3.7,"$106k-$157k","Quincy","MA","Job Title: Capacity EngineerLocation:Quincy , MADuration: 3+ months contract on W2Responsibilities: · Mathematic/Engineering background and any experience with data analytics.  · This role will be monitoring systems to gather data and creating math models for projections on storage and capacity  · Develops and presents hardware capacity strategies.  · Performs analysis of input/output processing.  · Supports data center in problem resolution.  · Develops strategic models or software development focusing on performance and capacity issues.  · Provides application testing support.  · Recommends appropriate capital expenditures to meet business needs and budgetary constraints.  · Review and research daily, monthly, and Quarterly capacity alerts, where applicable open ISM tickets for resolution.  · Opening ISM tickets will include basic research to determine proper owner and collecting artifacts to include in the tickets.  · Candidate will work with couple other team members to review the output daily.  · The team size is 11 people but candidate works with a smaller subset.  · This is a back office IT function with no client interaction.  · Qualifications would be Microsoft office skills, organized, attention to detail and works well as part of a team.  · Math or engineering background a plus.  · Additional Skills: attention to detail, works well as part of a team, Having 0-3 years experience","1001-5000","IT Services"
"931","Vizient",3.3,"$102k-$153k","Chicago","IL","When you’re the best, we’re the best. We instill an environment where employees feel engaged, satisfied and able to contribute their unique skills and talents. We provide extensive opportunities for personal and professional development, building both employee competence and organizational capability to fuel exceptional performance now and in the future.Job Description:Summary: Conducts sophisticated data analysis to help address critical business and member questions, the outputs of which enable members to drive improvements in clinical, operational, and economic outcomes. Responsibilities:Provides analysis for Vizient leadership team to identify critical issues/questions around member performance.Conducts exploratory data analysis from complex, disparate data sources to recognize patterns, and identify member performance improvement opportunities.Generates hypotheses and analyzes data to test and interpret results.Designs and develops data models to predict member outcomes or future impact of key member decisions.Communicates findings from exploratory and predictive data analysis broadly to Director of Analytics.Identifies improvement opportunities in reporting and BI tools and collaborates with Products Technology to implement the enhancements.Serves as the resident data expert and share best practices/approaches for statistics, machine learning techniques, data modeling, simulation and advanced mathematics.Collaborates with Director, Data Science & Methodology to build analytical acumen across all analytic roles in the organization.Qualifications:Advanced degree (Masters or higher) preferred in applied math, statistics, computer science, or related field. 5-7 years of experience managing large disparate data sets and using quantitative and qualitative analysis to draw meaningful and valid insights including 3 years of programming experience using SAS/Python/R.Strong communication skills (both oral and written).Must be able to present results to senior leadership, internal and external members.Must be a team player and be willing to collaborate and assist with members of the team as necessary. VZTEqual Opportunity Employer: Females/Minorities/Veterans/Individuals with DisabilitiesThe Company is committed to equal employment opportunity to all employees and applicants without regard to race, religion, color, gender identity, ethnicity, age, national origin, sexual orientation, disability status, veteran status or any other category protected by applicable law.","1001-5000","Health Care Services & Hospitals"
"932","KeyW",4,"$98k-$144k","Vienna","VA","Responsibilities Sotera, a KeyW company, is looking for top talent to join our team!  We're looking for a Data Scientist in McLean, VA. Qualified candidates will have an active TS/SCI security clearance with CI polygraph.The Data Scientist will:Build statistical models, test hypotheses, visualize, summarize, interpret, and report on data holdings.Perform research on social media using quantitative and qualitative content analytics.Plan, organize, arrange, and implement training and outreach activities for various projects and programs across the larger data science community.QualificationsRequired Qualifications:Bachelor's degree in related technical discipline and 8+ years of experience. Advanced degree preferredExperience with a statistical package (e.g. SPSS, R, or SAS)Social network and link analysis tools (e.g. NodeXL, Palantir)Experience with:Data manipulation, analytic tools, and data visualizationConstructing and performing complex database search queriesComputer science concepts and data contentProgramming or statisticsQualified candidates will have an active TS/SCI security clearance with CI polygraph.KeyW is an EEO employer. We are committed to providing fair and equal employment consideration, regardless of race, color, religion, national origin, gender, sexual orientation, age, marital status or disability. How to Apply? Please click apply on the right.","1001-5000","Aerospace & Defense"
