"","company","rating","salary","city","state","description","companysize","industy"
"104","Altair",4.1,"$71k-$101k","Troy","MI"," Altair ProductDesign is a global, multi-disciplinary product development consultancy of more than 700 designers, engineers, scientists, and creative thinkers. As a wholly owned subsidiary of Altair Engineering, Inc. (www.altair.com), this cross-functional organization is best known for its leadership in combining human and machine creativity to fuel innovation, automate processes, and develop new methods. Altair ProductDesign firmly advocates a user-centered, team-based design approach, and utilizes proprietary simulation and optimization technologies to help clients bring innovative, profitable products to market faster. * The Data Ops Analyst role resides within the client GDIA organization which was formed to support client's Blueprint for Mobility strategy and the client Plan for profitable growth. In this role, you will support the data requirements of the Data Scientists who are using analytics to achieve business outcomes including insights to accelerate our Connected Customer and Connected Vehicle initiatives. * You will be responsible for providing the data support for enterprise data integration tasks, including ingestion, standardization, enrichment, mastering and assembly of data products for downstream applications. * Drive the Data Strategy and align it with continuously changing business landscape * Work on all the data types across the enterprise including Customer, Dealer, Vehicle, Manufacturing, etc. * Continuously increase Data Coverage by working closely with the Data Scientists, understanding and evaluating their data requirements and delivering the data they need * Support the data requirements of the different functional teams like MS&S, PD, Quality, etc. and all the regional KPI / Metrics initiatives * Evaluate, explore and select the right data platform technologies including Big Data, RDBMS & NoSQL to meet the analytics requirements * Provide visibility to Data Quality issues and work with the business owners to fix the issues * Implement an Enterprise Data Governance model and actively promote the concept of data sharing, data reuse, data quality and data standards * Perform any necessary data mapping, data lineage activities and document information flows * Build the Metadata model & Business Glossary by gathering information from multiple sources: business users, existing data sources, databases and other relevant documents and systems * Serve as data subject matter expert and demonstrate an understanding of key data management principles and data use Skills Required: * Ability to work in different database technologies including Big Data / Hadoop (HDFS, MapReduce, Hive, Shark, Spark, etc.), RDBMS and NoSQL. * Experience in creation of scripts to manipulate files within HDFS is preferred * Knowledge of data transfer and ingestion technologies including Attunity * Demonstrated experience building visualizations using Tableau/Qlikview * Ability to write complex SQL queries needed to query & analyze data * Knowledge of data management standards, data governance practices and data quality * Ability to communicate complex solution concepts in simple terms * Ability to apply multiple solutions to business problems * Ability to quickly comprehend the functions and capabilities of new technologies * Strong Oral and written communication skills Skills Preferred: * Strong team player, with the ability to collaborate well with others, to solve problems and actively incorporate input from various sources * Demonstrated customer focus, with the ability to evaluate decisions through the eyes of the customer, build strong customer relationships, and create processes with customer viewpoint * Strong analytical and problem solving skills, with the ability to communicate in a clear and succinct manner and effectively evaluates information / data to make decisions * Strong interpersonal, and leadership skills, with proven abilities to communicate complex topics to leaders and peers in a simple, clear, plan oriented manner * Ability to anticipate obstacles and develop plans to resolve those obstacles * Change oriented, with the ability to actively generates process improvements, support and drives change, and confront difficult circumstances in creative ways * Resourceful and quick learner, with the ability to efficiently seek out, learn, and apply new areas of expertise , as needed * Highly self-motivated, with the ability to work independently * Superior organization, coaching and interpersonal skills, combined with effective leadership, decision-making, and communication * Strong oral and written communication skills (English) * Strategic and clear thinking to translate discreet and complex ideas to business-driven results * Detail-oriented with a strong drive to enforce common standards * Demonstrated acceptance and adherence to high ethical, moral, and personal values * Six Sigma Green Belt Certified (client Internal Only) Experience Required: * Minimum of 5 years of experience in a Data Management role including running queries and compiling data for analytics * Minimum of 3 years of experience in data design, data architecture and data modeling (both transactional and analytic) * Minimum of 2 years of experience in Big Data / NoSQL technologies including Greenplum & Hadoop (HDFS, MapReduce, Hive, Shark, Spark, etc.), especially command line experience with loading and manipulating files within HDFS Education Required: * Bachelor's Degree in Computer Science or related field from an accredited college or university #Altair","1001-5000","Computer Hardware & Software"
"105","ServiceChannel",4.3,"$72k-$107k","New York","NY"," Retail businesses are the backbone of the American economy as they bring communities and jobs together. Facility management is one of the toughest and least predictable aspects of the retail business. Solving this problem will help businesses and local communities thrive.  For last 17 years, Service Channel is on a mission to take facility management under control. We manage over 200,000 locations and have an unparalleled historical dataset of addressing all aspects of the problem. Our work environment is dynamic, collaborative, and entrepreneurial. We are looking for energetic, positive, creative problem solvers who don’t mind digging in and getting their proverbial hands dirty. We are committed to creating a great product for our customers and a great work environment for our employees to succeed professionally and personally.  The mission of Service Channel AI Labs is to move the retails industry forward by bringing the power of AI and IOT to solve the problems we all experience in the physical world. This is a groundbreaking opportunity as you will help to define our AI and product strategy.  You are a skilled Data Scientist with the following powers:Critical thinking. You will gain the deep understanding of the business problem and convert it to mathematical models.Data Wrangling (Python, SQL, API Calls, Unstructured files)Good understanding of applied mathematical methodsDeep Data Mining and Machine Learning expertise.Hands-on mathematical modeling in pythonData Visualization and the ability to communicate the results of your findings.Nice to have:Deep learning with Tensorflow and KerasAdditional perks:We embrace distributed teams and working families. Very flexible hours and work location.Strong 401k matchingGreat healthcare plan for you and the whole familyConferences and online learningGrowth opportunities The preference is given to applicants with a portfolio in form of Jupyter notebook or blog demonstrating end to end solution for a chosen problem statement. Why Work for Us? We are firm believers in working to live and not living to work. Don’t get us wrong, we work hard and do what it takes to get the job done, but we value a healthy work/life balance and have a lot of fun along the way. Our office is very relaxed and filled with foodies, music lovers, travelers and sports nuts.  We always strive to create the best possible benefits for our ServiceChannel team members. In addition to offering the basics: health insurance, life insurance, 401k with match, and paid time off, we also offer paid family leave, mobile phone reimbursement, and flex-time / telecommuting options (to name a few). Our greatest benefit, however, is our amazing ServiceChannel team!  Please include the following in your package: Salary/compensation requirements/expectations US Citizen or Permanent Alien Resident applicants considered.  ServiceChannel is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, or national origin","51-200","Enterprise Software & Network Solutions"
"106","Surescripts",3.3,"$121k-$170k",NA,NA," Our purpose is to serve the nation with the single most trusted and capable health information network, built to increase patient safety, lower costs and ensure quality care. What You’re Like You have a relentless desire to get stuff done. A true champion of the collective objective, you’re energized by applying your expertise with a group of talented people to achieve something important, together. You’re curious and passionate about new technologies and cutting-edge innovation, and you enjoy pulling together complex pieces of a puzzle to deliver a powerful and meaningful end-product. You’re a translator between people and teams that don’t use the same lingo. You don’t settle for short-term gratification—you’re into long-haul, incremental efforts that require endurance, patience and next-level collaboration. What We’re Like Surescripts Network Technology and Operations (NT&O) is comprised of smart people who love to work towards a common goal, often delivering an innovative, industry-leading solution to the healthcare marketplace. We pride ourselves on quality work that’s grounded in complete transparency and accountability. When a project goes off the rails—and they do from time to time—we rally around each other to fix it and move on. While our gratification is often the result of a months-long effort, we never tire of delivering a huge result that has an exponentially positive impact on the healthcare system—whether it’s quality, cost or patient safety. OK, But Here’s What It’s Really Like Working at Surescripts NT&O, your thinking cap will always be on. You’ll be challenged to make sure that disparate, cross-functional pieces come together to create a desired result. You might swarm around some work if you think a milestone is about to be missed. You’ll work to quickly understand diverse technologies, and establish and maintain relationships with groups who see and talk about things differently. Job Summary The Principal Master Data Scientist is responsible for maintaining the integrity of the MPI by analyzing MPI search results to determine the risk of false positive and false negative matching, defining algorithm changes and new probabilistic and deterministic matching algorithms based on new and evolving data sets, calculating the impact of those changes on overall matching performance, and presenting the analysis of risks and impact of changes to the Product and Customer groups. ResponsibilitiesIndependently produces analysis on a wide range of matching issues and reviews with the product team. Routinely demonstrates analytic leadership and strength of ideas to effect fundamental change. Uses analysis to influence how the client/sponsor thinks about issues. Conducts analysis with imagination, insight, and innovation. Consistently produces the highest quality analysis. Analyze and present data that demonstrates the impact and effectiveness of algorithm changes. Present new concepts and statistical analysis to internal and external business partners. Research and implement frequency-based weight calculations for person attributes. Analyze data sources and data feeds for new attributes that can be used for matching. Analyze data quality of attributes and sources.Recognized expert in patient matching; leverages that expertise to enhance Surescripts’ reputation with existing clients/sponsors. Applies that knowledge and expertise to lead patient matching development and shaping of new work for both existing & new sets of clients/sponsors.Treats everyone respectfully, professionally and fairly. Leads collaboration efforts. Contributes to development of supervisor's vision and proactively takes actions to realize that vision. Takes a business unit and corporate perspective; supports corporate initiatives. Recognizes and acknowledges contributions from peers.Demonstrates ability to communicate complex analytic results in a clear and concise fashion to sponsors/clients at all levels, and to audiences of all sizes. Can summarize and synthesize large bodies of work down to the essential elements and convey those results effectively and efficiently, in both written and oral form, to the most senior leaders in client organizations. Effectively communicates with & engages colleagues at all levels of the organization.Works independently under limited supervision from management. Can lead large and/or complex and significant projects or multiple projects simultaneously. Responsible for making connections and integrating work across teams and departments. Collaborate in cross-functional teams to prototype and evaluate new concepts.Effectively distributes responsibilities to the appropriate people and levels. Serves as a mentor/role model, imparting analytic knowledge, experience, and skills to other staff at all levels, either individually or as a member of project teams. Develops internal and external networks of contacts and has a positive influence on those networks. Plays an active role in supporting corporate initiatives, and supports senior leadership initiatives to realize Surescripts' goals.Research the characteristics of person-related data attributes, and identify methods to compare attributes such that data from different sources which represents the same person can be matched with the highest level of confidence, while supporting data quality issues like misspellings & typos, name alias, name changes, residence relocation, etc. Identify opportunities for improving matching results (both quantity and quality) beyond data manipulation, including data augmentation from external data sources. Identify, develop, and implement data comparison logic to support both probabilistic and deterministic algorithms.Performs other duties as assigned.Qualifications:Required:Education: Master’s degree in mathematics or statistics with 4+ years experience in data science. Bachelor’s Degree in computer science, information systems, or computer engineering and/or 8+ years of equivalent work experienceExperience: 10+ years experience in MDM, MPI, or person data analytics. Expertise with IBM InfosphereMDM Standard Edition.Competencies/Skills:Required:Analytical background and research experience with large volume of person dataFluency in programming languages to facilitate analysis (e.g. R, Python or MATLAB)MDM architecture and analysisStatistical modeling using population data.Ability to translate statistical analysis into a written and verbal presentation for non-data science audience.Technical leadership experience.Preferred:Knowledge of healthcare-related transaction specifications (i.e. HL7, X12, NCPDP SCRIPT, FHIR, IHE)","501-1000","Enterprise Software & Network Solutions"
"107","Lockheed Martin",3.7,"$68k-$104k","Orlando","FL"," The Global Supply Chain Performance Analytics and Solutions Team drives business benefits for Lockheed Martin Missiles and Fire Control by applying industrial engineering/management science, statistical analysis/analytics with application and automation enhancement strategies to improve transactional efficiency, revenue realization and risk management.  Areas of expertise include: inventory and supply chain optimization, forecast modeling, user interface/user experience enhancements with automation.  Manage projects as part of larger initiatives  Provide quantitative research, modeling, analysis and support for identifying business opportunities/issues and form hypotheses  Synthesize findings, prepare presentations and assist in presenting findings to all levels of management  Support the creation of inventory, and price optimization models  Identify, automate and visualize metrics to measure the success of a specific business opportunity  Act as a citizen developer supporting the creation of micro-services/applications as well as models and analytics  Create functional specifications to support models, analysis, and applications  Basic Qualifications  Hands-on experience with data analysis, statistical, and visualization packages  Experienced with the application of statistics and data-mining in business environment (trend discovery and analysis, text mining, correlation and pattern discovery, etc)  Proficiency with SQL  Demonstrated examples of working with business partners to deliver a solution that meet project objectives (requirements generation, functional specification generation to project execution)  Familiarity with the fundamentals of machine learning, and natural language processing  Strong interpersonal communications skills (verbal, presentation and written)  Strong problem solving, and project management skills  Able to work closely with others in collaborative environment  An understanding of traditional business intelligence and data warehousing concepts (ETL, data modeling, and reporting)  Desired skills  MA or MS degree in the following or similar fields Math, Data Science, Operations Research, Computer Science, Engineering, Statistics education preferred  Lean Six Sigma green or black belt preferred  Knowledge of SAP ERP Systems, Applications and Processes and data constructs, as it applies to Procurement  Experience with SQL, HANA Studio, Excel [Solver, PowerQuery, PowerPivot, Get & Transform], Tableau, Python, APIs, R etc)  As a leading technology innovation company, Lockheed Martins vast team works with partners around the world to bring proven performance to our customers toughest challenges. Lockheed Martin has employees based in many states throughout the U.S., and Internationally, with business locations in many nations and territories.  Join us at Lockheed Martin, where were engineering a better tomorrow. Lockheed Martin is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status. Job Location(s): Orlando Florida","10000--1","Aerospace & Defense"
"108","Axelon, Inc.",4,"$78k-$117k","Plano","TX"," Overall Purpose: A data scientist spends long hours collecting and analyzing data to spot trends and help a company face the challenges of an evolving customer base and changing marketplace. - Detailed summary of the roles and responsibilities using the corporate 70/30% match. - Identifies unique opportunities to collect new data. - Designs new processes and builds large, complex data sets. - Strategizes new uses for data and its interaction with data design. - Locates new data sources, analyzes statistics and implements quality procedures. - Performs data studies of new and diverse data sources. - Finds new uses for existing data sources. - Conducts statistical modeling and experiment design. - Discovers ""stories” told by the data and presents them to other scientists and business managers. - Tests and validates predictive models. - Builds web prototypes and performs data visualization. - Conducts scalable data research on and off the cloud. - Implements automated processes for efficiently producing scale models. - Designs, modifies and builds new data processes. - Generates algorithms and creates computer models. - Collaborates with database engineers and other scientists. - Implements new or enhanced software designed to access and handle data more efficiently. - Trains the data management team on new or updated procedures. TOP 5 SKILLS:Good Understanding of basic concepts of Statistics.Working Experience of Common Data Mining and Machine Learning Algorithms and knowledge of when to use different Techniques.Ability to Clean and Analyze Large data sets using SQL, Hive/PIG or other Big Data Tools.In depth knowledge of R and/or Python .Ability to Implement Machine Learning Models , Interpret the Results and Communicate them effectively to Business.Analytical Problem Solving Skills.","501-1000","Staffing & Outsourcing"
"109","Proofpoint",3.3,"$87k-$124k","Draper","UT"," At Proofpoint, we have a passion for protecting people, data, and brands from today’s advanced threats and compliance risks. We hire the best people in the business to: Build and enhance our proven security platformBlend innovation and speed in a constantly evolving cloud architectureAnalyze new threats and offer deep insight through data-driven intelCollaborate with customers to help solve their toughest security challenges We are singularly devoted to helping our customers protect what matters most. That’s why we’re a leader in next-generation cybersecurity—and why more than half of the Fortune 100 trust us as a security partner.The Role Do you have a passion for applying machine learning to hard problems in new application areas? Do you keep up with the latest on GANs, ResNets, CNNs, RNNs, and Deep Reinforcement Learning but have also mastered the classics like SVM and Random Forest? Are you looking for the opportunity to work with a great team that combines algorithm design, software engineering, and domain knowledge into products that are first of their kind? If so, we are looking for you. We need a Data Scientist who will work on a cross-functional team to help uncover cyber threats hidden in large amounts of data. Your primary focus will be applying your skills in various areas like NLP, graph mining, computer vision, and predictive analytics to help us build products for a variety of cyber security needs. Your day-to-dayFeature engineering, building and optimizing classifiers, applying machine learning and deep learning expertiseBlending data from disparate sources, mining the resulting data lake to build modelsContributing tested code to the team’s git repo and working with engineering to implement models efficientlyProcessing, cleansing and verifying integrity of data used for analysisConducting ad-hoc analysis and innovation around data visualizationWhat you bring to the team Excellent understanding of machine learning algorithms, processes, tools and platforms including: Supervised methods - Naïve Bayes, Logistic Regression, SVM, ConvNet, LSTM, Siamese Networks, etc.Unsupervised methods - K-means, DBSCAN, T-SNE, Spectral Clustering, SOM, LSH, etc.Toolkits - numpy, scipy, scikit-learn, tensorflow, pytorch, keras, genism, vowpal wabbit, etc.Python proficiencyGreat communication skills, ability to explain predictive analytics to non-technical audienceProficiency in data exploration techniques and tools, e.g. SQL, Hive, etc.Excellent statistics, linear algebra, and optimization skillsMS in Statistics, Machine Learning, Applied Physics or Computer Science (or technical degree with commensurate industry experience). PhD preferredWhy Proofpoint As a customer focused and driven-to-win organization with leading edge products, there are many exciting reasons to join the Proofpoint team. We believe in hiring the best the brightest and cultivating a culture of collaboration and appreciation. As we continue to grow and expand globally, we understand that hiring the right people and treating them well is key to our success! We are a multi-national company with locations in 10 countries, with each location contributing to Proofpoint’s amazing culture!  #LI-DNP","1001-5000","Enterprise Software & Network Solutions"
"110","IM Flash Technologies",3.2,NA,"Lehi","UT"," Overview  Overview  IM Flash Internship Program supports education, helps students gain work experience and attracts future employees. To achieve these objectives, interns are placed in areas applicable to their fields of study, where they are encouraged to function as a regular team member. They work on applied projects and interface with industry professionals at the company.  As a Data Science Intern, you will join a team of highly skilled data scientists in developing ETL pipelines and analytical applications. You’ll have the opportunity to work for a dynamic and fun team while working with several of the following: manufacturing databases, big data technologies, Python and R. QualificationsQualifications Qualified candidates will be currently participating in statistics and programming courses for a minimum of 2 years. Candidate must be quick to learn, have experience in analytical programming and databases. Candidates must also show good communication skills and be able to manage one’s time efficiently and effectively. Intern requirements: Candidates must be pursuing a degree in Statistics, Computer Science, Computer Engineering, Management Information Systems, or similar degree program. Candidates need to have good understanding of one or more of the following: machine learning, big data, image processing. All Team members must meet minimum criminal background standards as established by IMFT and the Department of Homeland Security.","1001-5000","Electrical & Electronic Manufacturing"
"111","CA Technologies",3.2,"$92k-$132k","San Diego","CA","","10000--1","Computer Hardware & Software"
"112","Beyond Finance",4.5,"$85k-$129k","Boston","MA","About Beyond Finance Beyond Finance is a next generation finance company headquartered in the Boston area of Massachusetts. Were fearlessly taking on the daring goal of providing financial products that are simple, transparent, and that improve peoples lives.  Weve reinvented consumer debt management by heavily investing in data, technology and innovation to provide faster, individually tailored solutions that just work. Our team consists of highly successful thought leaders, entrepreneurs, and innovators in data science, credit, servicing and marketing. Our leadership helped create and grow brands like WebEx, Barclays, Prosper, Avant, Capital One, Chase, and USAA.  Were a team thats laser-focused on solving big problems and dedicated to creating a financial brand consumers love and trust. Its rare to hear people say, I love my financial institution, they have my back. At Beyond Finance, however, our goal is for this to be a common expression among our customers. Why Join Us? We offer competitive compensation, paid medical insurance, and a 401K match.The demand for responsible solutions for dealing with debt have never been stronger. Most of all, it is the people and our culture that make us a great company and a place to work. The Role Beyond Finance is a rapidly growing and evolving company in the FinTech sector. Our ability to use data to define our strategy and direction will separate us from our competition. Through data mining, statistical analysis and experimental design, the Data Scientist be key in establishing the analytical data landscape and strategies that will drive BFs direction.  This position will report to our VP of Business Intelligence and Data Analytics. The Data Scientist role will relocate to Boston between December 2017-March 2018. Responsibilities:Be challenged to solve complex analytical problemsWork with various stakeholders such as senior management, data engineers, and marketing team on the formulation and application of new modeling solutions for a variety of business problemsManipulate large data sets, integrate diverse data sources, data types and data structures into solutionsDevelop analytical approaches to meet business requirements; this involves translating requests into use cases, test cases, preparation of training data sets and iterative algorithm developmentResearch new and advanced predictive modeling techniques as appropriate for a specific solutionPresent results and recommendations to internal and external customersWork with cross-functional teams to develop ideas and execute business plansDevelop solution prototypes and help integrate them with the productWork closely with software development teams to communicate requirements and ensure quality of end-to-end deliverables of developed analytical solutionsContribute to the team knowledge by keeping up with the state-of-the-art in machine learning applied to our domainQualifications:Basic Qualifications and Education Requirements:3-5 years of professional experience as a data scientist or statistical modeler in financial servicesStrong quantitative analytical experience, including hands-on and background in using statistics, regression modeling, neural networks, decision trees, random forest, support vector machine, kernel based methods, clustering and similar methodsMasters degree or higher in Mathematics, Computer Science , Engineering, Operations Research, Statistics or other related disciplineStrong consultative acumen and ability to understand complex analytical solutionsAbility to communicate complex quantitative analysis in a clear, precise, and actionable mannerAbility to create new ideas for analytical solutions to address customer's business issuesProfessional experience with SAS, R, SPSS, MATLAB, Weka, Python, Tableau, and other statistical and machine learning packagesProfessional Skill RequirementsProficient in programming with SAS, R or a similar statistical tool (at least 2 years experience).Exposure to Advanced Analytics and Data MiningStrong SQL skills in Big Data environment a plusFamiliarity with programming languages such as Perl, Python, Scala (or similar scripting language) a plusExperience working with very large datasets, knowledge of distributed computing tools a plusExperience with state of the art machine learning algorithms such as neural networks, support vector machines, ensemble models, kernel-based methods genetic algorithms etc. preferredStrong knowledge of credit bureau data and business problems in financial services and/or telecommunications a plus","51-200","Lending"
"113","Katerra",4.3,"$70k-$120k","Atlanta","GA","Katerra is a technology company transforming property development, design, and construction—from start to finish. We are building an entirely new kind of company that brings together expertise in design, technology, material sourcing, manufacturing, and construction as a single integrated offering. With this unique approach, we have the opportunity to design and build beyond compromise. Beautiful, efficient, sustainable–we can do it all. The era of design concessions is over. At Katerra, we lead from every seat. Our ideal team members are self-starters that embrace ambiguity, think big, and bring their own uncompromising standards of excellence. Katerra is a technology company optimizing development, design, and construction of buildings. Our mission is to synergistically combine beautiful design of buildings and spaces, efficient project execution and sustainable practices. The applicant for this position will be responsible for managing and analyzing building related data in a Building Information System that will be used by land developers and architects. Applicant should have experience working with large data and data analytics.Required Skills & Experience5+ years of experience in designing/developing/debugging large data applications.Knowledge of 3D/2D geometry. Experience with Data Analysis and Machine Learning using Python and knowledge of Postgres/PostGIS DatabaseExperience with Amazon AWS adoptionExperience with Git , Jenkins, Docker, GruntExcellent communication skillsExperience with big and complex and experience with architecture (or high-level design) of large software systems","501-1000","Industrial Manufacturing"
"114","Remind",4.7,"$100k-$142k","San Francisco","CA","About Us Remind is a messaging app that helps teachers, students, and parents communicate quickly and efficiently. We believe that when communication improves, relationships get stronger. Education gets better.  We're hiring team members inspired by the potential to transform education, motivated to solve communication challenges in education, and passionate about our vision of connecting every teacher, student, and parent in the world. With more than 23 million active users, Remind is one of the fastest-growing companies in education technology.  Weve raised $59 million in funding from Kleiner Perkins, Social Capital, and First Round Capital to bring us closer to achieving our goals, and we want you to join us. ResponsibilitiesPerform deep-dive analytics that inform important decisions across Product, Engineering, Marketing and Finance teamsAnalyze data to identify trends and opportunities, surface actionable insights, and help teams set goals, forecasts and prioritization of initiativesDesign experiments, analyze results, and convey findingsDesign and build dashboards to monitor key performance metrics and understand key driversRequirements2+ years experience using analytics to drive key business decisions, or PhD degree with 1+ years of experience. Examples of previous roles may include product/business analytics at a consumer technology company, investment banking or management consulting.You have worked with large data sets, are fluent in SQL and have additional experience with at least one scripting language (python, R, ruby, etc)You know how to navigate the landscape of analytics and statistics (A/B testing, regression, forecasting)You love to troubleshoot issues and solve problemsYou effectively synthesize and communicate ideas clearly to othersYou have superb attention to detail and maintain a high level of integrity in your workBenefits and PerksCompetitive salary and equity100% health coverage for you and your dependentsOpen vacation policyParental leaveCatered meals and fully stocked kitchenParking and commuter benefits Remind is an equal opportunity employer.","51-200","Computer Hardware & Software"
"115","7Park Data",3.4,"$76k-$122k","New York","NY"," We are looking for a Data Scientist who will help us discover actionable information and signals within the vast amounts of data we collect and process. Your primary focus will be to apply advanced statistical modeling techniques to large large, un/semi-structured datasets. At 7Park, our product is data, so the opportunities for an experienced data scientist are almost limitless. Solid data hygiene skills - the ability to assess ""messy"" data and locate insights -- are essential to success.  Compensation package: includes highly competitive salary, bonus, equity and 401(k) plan. ResponsibilitiesLead discovery processes with stakeholders to identify data product requirements and the expected outcomePlan, develop, and apply leading-edge analytic and quantitative tools and modeling techniques to help 7Park Data' clients gain insights and improve decision-makingReview internal and external analytical techniques, identify what data is available and relevant, source the necessary dataProcessing, cleansing, and verifying the integrity of data used for analysisCollaborate with Data Engineers and Software Developers to develop experiments and deploy solutions to productionUtilize patterns and variations in volume, speed and other characteristics of data to strength 7Park's data products, and develop new onesWrite research reports describing the experiment conducted, results, and findingsMake strategic recommendations to technology, product, and senior managementLeads the design and deployment of enhancements and fixes to systems as neededRequirementsMaster's Degree or higher with solid quantitative experience. PHD degree preferredFive years relevant professional experience with a proven track record of leveraging analytics and large amounts of data to drive significant business impactSolid knowledge of statistical techniques (parametric and non-paramentric methods, ML, visualization).Deep knowledge of statistical modeling in the R language and/or Python/PandasExperience modeling large data sets using Hadoop MapReduce, Spark, etc., is a plusExperience leading teamsCompany Description 7Park Data is the trusted source of consumer and business insights for global companies, powered by our proprietary insights platform of passively collected behavioral data with massive scale. 7Park Data's industry-leading data intelligence products report on vital performance measures with unparalleled granularity and scale.  Our platform contextualizes real-time data more than 1 billion global consumers across 100+ countries to deliver businesses unprecedented clarity into marketplace trends, evolving customer preferences and company performance. 7Park Data has 50 employees and is headquartered in NYC.","1-50","Research & Development"
"116","KeyW",4,"$106k-$156k","Hanover","MD","Devise strategies to extract meaning and value from structured and unstructured dataLeverage analytic models, scripting, and programming to characterize dataAnalyze and develop requirements to support the characterization and ingestion of new and existing data typesCollaborate with customer teams to understand mission needsDevelop and implement ingest processing and approval workflowsExperience employing combination (2 or more) of analysis, computer science, mathematics, and software engineering skills to devise strategies for extracting meaning and value from large datasetsExperience with predictive analytics, machine learning, and data miningSkilled with data flows, Pig scripting, Hadoop MapReduce, and various analytic toolsSkilled working with development and SE teams, other stakeholders agencies, and leadershipKnowledge of data indexing and analytic developmentStrong communication skills requiredOPTIONAL:Experience working with cloud service providers and data stewardsDemonstrated experience in network metadata processing, manipulation, and analysis in support of intelligence analysis.Clearance Requirement: This position requires a Top Secret/SCI I security clearance, based on current background investigation (SBI), as well as the favorable completion of polygraph. Clearance and polygraph processing will be completed by the U.S. Government.KeyW is an EEO employer. We are committed to providing fair and equal employment consideration, regardless of race, color, religion, national origin, gender, sexual orientation, age, marital status or disability. Recruiting Point of Contact: Dana Stephenson (516)852-8030 or at dstephenson@keywcorp.com #CB Apply!","1001-5000","Aerospace & Defense"
"117","Air Liquide",3.4,"$91k-$138k","Newark","DE"," The R&D Data Science group at Air Liquide has an opening for a full time Data Scientist. The researcher will have the opportunity to work on challenging problems centered around Air Liquide’s customer retention and growth through better satisfaction, more effective transactions, higher supply reliability and omni-channel sales.  The Data Scientist will be part of the Customer Experience Fab, a multi-disciplinary team composed of Business, IT and Digital resources that defines operating model, and builds digital solutions. This role will be located in Conshohocken, PA. RESPONSIBILITIES Collaborate with the business to define needs and challenges, translate them into functional specifications, and develop solutions to address them. Work with IT and external organizations to obtain online/offline data. Clean, and analyze the data. Develop solutions relying on machine learning methods such as clustering, regression, classification, time series and deep learning. Test and verify the performance of solutions with prototypes developed in R, Python, or similar development environments. Support the development of industrial tools and their deployment in the business units. Train Customer Experience Fab’s team members and the business, thus ensuring sustainability of the solutions for Air Liquide. Publish research in internal reports, at conferences and peer-reviewed journalsREQUIREMENTS M.S. or PhD in Computer Science, Statistics or related field; 3+ years of industrial experience is preferred. A strong background and experience in statistics and machine learning. Strong programming skills in R and Python are required. Knowledge of Java, Javascript is a plus. Experience in Adobe marketing cloud and SQL is preferred. Experience in customer insight, digital marketing, sales and support efforts is preferred. Excellent communication and interpersonal skills (written and oral). Ability to work in a multi-disciplinary and international team.LOCATION Conshohocken, PA 19428 ABOUT AIR LIQUIDE The world leader in gases, technologies and services for Industry and Health, Air Liquide is present in 80 countries with approximately 68,000 employees and serves more than 3 million customers and patients. Oxygen, nitrogen and hydrogen are essential small molecules for life, matter and energy.<U+200B> They embody Air Liquide’s scientific territory and have been at the core of the company’s activities since its creation in 1902.","10000--1","Chemical Manufacturing"
